trade,segment,topic,field,value_num,value_text,source,n_sources,confidence,derived,year,shared_across
electrical,commercial,search_interest,yoy_search_change_pct,36,,"Trade Economy Index triangulation: median of 2 independent sources: Amra & Elma (2025), 'Electrical Marketing Statistics', https://www.amraandelma.com/electrical-marketing-statistics | Kynexpro (2026), 'AI-Powered Electrical Contractor Marketing Trends in 2026', https://kynexpro.com",2,low,true,2026,
electrical,industrial,bad_debt,bad_debt_write_off_pct,0.033,,"EMCOR Group, Inc. Form 10-K for the Fiscal Year Ended December 31, 2024 (filed February 24, 2025), https://www.sec.gov/ix?doc=/Archives/edgar/data/105663/00010566325000007/eme-20241231.htm",2,med,false,2025,
electrical,industrial,bad_debt,collection_rate_pct,85.1,,"Level State of Contractor Finance Report (2026), https://levelcfo.com",1,low,false,2026,23
electrical,industrial,cash_cycle_detail,dso_days,57,,"CFMA 2024 Financial Benchmarker (Electrical & Trade Contractors), https://cfma.org/benchmarker",2,adjudicated,false,2024,
electrical,industrial,cash_cycle_detail,dpo_days,33,,"EMCOR Group, Inc. Form 10-K for Fiscal Year Ended December 31, 2025, https://www.sec.gov",1,low,false,2025,8
electrical,industrial,cash_cycle_detail,cash_conversion_cycle_days,36.13,,"Quanta Services, Inc. FY2023 Form 10-K, SEC EDGAR, https://www.sec.gov/ix?doc=/Archives/edgar/data/1050915/000105091524000008/pwr-20231231.htm",1,adjudicated,false,,
electrical,industrial,cost_structure,labor_pct_of_revenue,31.7,,"IBISWorld, Electrical Contractors in the US (2021 Revenue Breakdown, cited in BBB Industry Profile), https://www.bbb.org",3,med,false,2021,4
electrical,industrial,cost_structure,materials_pct_of_revenue,36.5,,"IBISWorld, Electrical Contractors in the US (2021 Revenue Breakdown, cited in BBB Industry Profile), https://www.bbb.org",3,high,false,2021,
electrical,industrial,cost_structure,sga_overhead_pct,22,,"IBISWorld, Electrical Contractors in the US (2021 Revenue Breakdown, cited in BBB Industry Profile), https://www.bbb.org",3,med,false,2021,
electrical,industrial,margins,gross_margin_pct,22.4,,"CFMA 2024 Construction Financial Benchmarker, https://www.cfma.org",1,high-primary,false,2024,9
electrical,industrial,margins,operating_margin_pct,7.1,,"CFMA 2024 Construction Financial Benchmarker, https://www.cfma.org",2,med,false,2024,14
electrical,industrial,productivity,revenue_per_employee_usd,257243,,"US Census Bureau 2022 Economic Census (NAICS 238210: Electrical Contractors and Other Wiring Installation Contractors), https://www.census.gov/programs-surveys/economic-census.html (calculated from $249.2B total output divided by 968,734 paid employees = $257,243 per employee); cross-checked against IBISWorld Industry Report 23821: Electricians in the US (2025, $256,000 per employee), https://www.ibisworld.com/united-states/market-research-reports/electricians-industry",1,low,false,2025,
electrical,industrial,productivity,billable_utilization_pct,70,,"National Electrical Contractors Association (NECA) Financial Performance Report & CFMA Financial Benchmarker, https://www.necanet.org",1,low,false,,5
electrical,industrial,retainage_liens,typical_retainage_pct,10,,"CFMA (Construction Financial Management Association), 2022",1,low,false,2022,11
electrical,industrial,search_interest,yoy_search_change_pct,32,,"Amra & Elma (2026), https://www.amraandelma.com/electrical-marketing-statistics",1,low,false,2026,
roofing,residential,bad_debt,bad_debt_write_off_pct,0.12,,"Beacon Roofing Supply, Inc. Form 10-K (2024), https://www.sec.gov/ix?doc=/Archives/edgar/data/0001120193/000112019325000007/becn-20241231.htm",1,high-primary,false,2024,7
roofing,residential,bad_debt,collection_rate_pct,85.1,,"Level CFO Level Index: State of Contractor Finance Report (2026), https://levelcfo.com",2,med,false,2026,23
roofing,residential,cash_cycle_detail,dso_days,56.6,,CFMA 2024 Construction Financial Benchmarker (https://cfma.org),1,med,false,2024,11
roofing,residential,cash_cycle_detail,dpo_days,33.4,,"Beacon Roofing Supply, Inc. FY2018 SEC Form 10-K, https://www.sec.gov",1,low,false,,
roofing,residential,cost_structure,labor_pct_of_revenue,26.2,,"IBISWorld, 'Roofing Contractors in the US (NAICS 23816)' (2024), cited via ConsumerAffairs, https://www.consumeraffairs.com/homeowners/roofing-industry-statistics.html",2,med,false,2024,
roofing,residential,cost_structure,materials_pct_of_revenue,43.1,,"IBISWorld, 'Roofing Contractors in the US (NAICS 23816)' (2024), cited via ConsumerAffairs, https://www.consumeraffairs.com/homeowners/roofing-industry-statistics.html",2,med,false,2024,
roofing,residential,cost_structure,sga_overhead_pct,18,,Construction Financial Management Association (CFMA) 2024 Financial Benchmarker (2024) https://cfma.org,2,med,false,2024,
roofing,residential,demand_drivers,installed_base_units,145344636,,"U.S. Census Bureau, 2024",2,med,false,2024,5
roofing,residential,margins,gross_margin_pct,33,,"IBISWorld, Roofing Contractors in the US Industry Report (2025), https://www.ibisworld.com/united-states/market-research-reports/roofing-contractors-industry",3,med,false,2025,
roofing,residential,margins,operating_margin_pct,15,,"IBISWorld, Roofing Contractors in the US Industry Report (2025), https://www.ibisworld.com/united-states/market-research-reports/roofing-contractors-industry",2,high,false,2025,
roofing,residential,margins,net_margin_pct,5.3,,"IBISWorld, Roofing Contractors in the US Industry Report (2025), https://www.ibisworld.com/united-states/market-research-reports/roofing-contractors-industry",3,adjudicated,false,2025,4
roofing,residential,productivity,revenue_per_employee_usd,349760,,"U.S. Census Bureau, 2022 Statistics of U.S. Businesses (SUSB) / Economic Census, NAICS 238160 Roofing Contractors ($71,700,000,000 total receipts / 204,998 paid employees = $349,760 per employee; https://www.census.gov/programs-surveys/susb.html). Cross-checked with IBISWorld, Roofing Contractors in the US (NAICS 23816), March 2026 ($92,500,000,000 revenue / 228,634 employees = $404,577 per employee; https://www.ibisworld.com/united-states/market-research-reports/roofing-contractors-industry/).",1,low,false,2026,
roofing,residential,retainage_liens,typical_retainage_pct,10,,"Texas Property Code § 53.101 (2023), https://statutes.capitol.texas.gov/Docs/PR/htm/PR.53.htm",1,low,false,2023,11
roofing,commercial,bad_debt,bad_debt_write_off_pct,0.3,,"TopBuild Corp. (NYSE: BLD) Form 10-K for Fiscal Year Ended December 31, 2024, https://www.sec.gov",1,low,false,2024,
roofing,commercial,bad_debt,collection_rate_pct,85.1,,"Level CFO Contractor Invoice Benchmarks (corroborated by CFMA 2024 Construction Financial Benchmarker), 2026, https://levelcfo.com",2,high,false,2026,23
roofing,commercial,cash_cycle_detail,dso_days,56.6,,CFMA 2024 Construction Financial Benchmarker (2024) - https://cfma.org/benchmarker,2,adjudicated,false,2024,11
roofing,commercial,cash_cycle_detail,dpo_days,33.4,,"Beacon Roofing Supply, Inc. 2018 Form 10-K, https://www.sec.gov/edgar/searchedgar/companysearch",2,med,false,2018,
roofing,commercial,cash_cycle_detail,cash_conversion_cycle_days,45,,"APi Group Corporation 2023 Form 10-K, https://www.sec.gov/edgar/searchedgar/companysearch",2,adjudicated,false,2023,4
roofing,commercial,cost_structure,labor_pct_of_revenue,25.2,,"IBISWorld Roofing Contractors in the US Industry Report (2025), https://www.ibisworld.com/united-states/market-research-reports/roofing-contractors-industry",2,high,false,2025,
roofing,commercial,cost_structure,materials_pct_of_revenue,43.9,,"IBISWorld Roofing Contractors in the US Industry Report (2025), https://www.ibisworld.com/united-states/market-research-reports/roofing-contractors-industry",2,high,false,2025,
roofing,commercial,cost_structure,sga_overhead_pct,18,,"Construction Financial Management Association (CFMA), ""2024 Financial Benchmarker"" (Specialty Trade Contractors NAICS 238), 2024 ; cross-checked with IBISWorld, ""Roofing Contractors in the US"" (NAICS 23816), 2024 (https://www.ibisworld.com/united-states/market-research-reports/roofing-contractors-industry/)",1,adjudicated,false,2024,
roofing,commercial,demand_drivers,installed_base_units,5900000,,"U.S. Energy Information Administration (EIA), Commercial Buildings Energy Consumption Survey (CBECS) (2018 Survey Data, Published December 2022), https://www.eia.gov/consumption/commercial",1,high-primary,false,2022,15
roofing,commercial,margins,gross_margin_pct,25,,IBISWorld - Roofing Contractors in the US Industry Analysis (https://www.ibisworld.com/united-states/market-research-reports/roofing-contractors-industry/),1,low,false,,
roofing,commercial,margins,operating_margin_pct,15,,IBISWorld - Roofing Contractors in the US Industry Analysis (https://www.ibisworld.com/united-states/market-research-reports/roofing-contractors-industry/),1,low,false,,
roofing,commercial,margins,net_margin_pct,5.3,,IBISWorld - Roofing Contractors in the US Industry Analysis (https://www.ibisworld.com/united-states/market-research-reports/roofing-contractors-industry/),2,high,false,,4
roofing,commercial,productivity,revenue_per_employee_usd,340979,,"U.S. Census Bureau, 2022 Economic Census & County Business Patterns (NAICS 238160 Roofing Contractors), 2022, https://data.census.gov",1,low,false,2022,
roofing,industrial,bad_debt,bad_debt_write_off_pct,0.12,,"Beacon Roofing Supply, Inc. Form 10-K (2024), https://www.sec.gov/ix?doc=/Archives/edgar/data/0001124941/000112494125000010/becn-20241231.htm",1,low,false,2024,7
roofing,industrial,bad_debt,collection_rate_pct,92.49,,"Trade Economy Index triangulation: median of 2 independent sources: Derived from Beacon Roofing Supply, Inc. Form 10-K (2024) collections data (100% minus 0.12% bad debt write-off rate), https://www.sec.gov/ix?doc=/Archives/edgar/data/0001124941/becn-20241231.htm | Level CFO, The State of Contractor Finance (2026) - https://levelcfo.com/guides/dso-and-collections",2,med,true,2026,
roofing,industrial,cash_cycle_detail,dso_days,56.6,,"CFMA 2024 Construction Financial Benchmarker, https://cfma.org",2,high,false,2024,11
roofing,industrial,cash_cycle_detail,dpo_days,33.53,,"Trade Economy Index triangulation: median of 2 independent sources: CFMA 2024 Construction Financial Benchmarker, https://cfma.org | Carlisle Companies Inc. SEC Form 10-K (2024), https://www.sec.gov/edgar/browse/?CIK=0000015417",2,med,true,2024,
roofing,industrial,cost_structure,labor_pct_of_revenue,25.2,,"IBISWorld, Roofing Contractors in the US Industry Analysis (2025)",2,high,false,2025,
roofing,industrial,cost_structure,materials_pct_of_revenue,43.9,,"IBISWorld, Roofing Contractors in the US Industry Analysis (2025)",2,high,false,2025,
roofing,industrial,cost_structure,sga_overhead_pct,11.8,,"Construction Financial Management Association (CFMA), 2024 Construction Financial Benchmarker, https://cfma.org",2,adjudicated,false,2024,5
roofing,industrial,demand_drivers,installed_base_units,5900000,,"U.S. Energy Information Administration (EIA), 2023, Commercial Buildings Energy Consumption Survey (CBECS) 2018 Final Data, https://www.eia.gov/consumption/commercial",1,low,false,2023,15
roofing,industrial,margins,gross_margin_pct,34.1,,"IBISWorld - Roofing Contractors in the US (NAICS 23816) Industry Report, as cited by google search result, URL: https://www.ibisworld.com/united-states/market-research-reports/roofing-contractors-industry",3,adjudicated,false,,
roofing,industrial,margins,operating_margin_pct,7.1,,"CFMA 2024 Construction Financial Benchmarker (Specialty Trade Contractors EBIT Margin), URL: https://cfma.org; cross-checked with IBISWorld Roofing Contractors in the US Report (2025 EBIT Margin: 5.2%), URL: https://www.ibisworld.com",3,adjudicated,false,2025,14
roofing,industrial,margins,net_margin_pct,5.3,,"IBISWorld - Roofing Contractors in the US (NAICS 23816) Industry Report, https://www.ibisworld.com/united-states/market-research-reports/roofing-contractors-industry",3,adjudicated,false,,4
roofing,industrial,productivity,revenue_per_employee_usd,340979,,"U.S. Census Bureau, 2022 Economic Census (Table EC2223BASIC) & County Business Patterns, NAICS 238160 (Roofing Contractors), https://www.census.gov/programs-surveys/economic-census.html",1,low,false,2022,
roofing,industrial,retainage_liens,typical_retainage_pct,10,,"American Subcontractors Association (ASA), 2023",1,med,false,2023,11
roofing,industrial,retainage_liens,payment_dispute_pct,68,,"Construction Financial Management Association (CFMA) Construction Retention Study, 2023, https://www.cfma.org",1,low,false,2023,
roofing,industrial,search_interest,yoy_search_change_pct,128.5,,"Trade Economy Index triangulation: median of 1 independent source: Tampa Web Tech (2025), https://www.tampawebtech.com",1,low,true,2025,
landscaping,residential,bad_debt,bad_debt_write_off_pct,0.36,,"BrightView Holdings, Inc. Form 10-K for the Fiscal Year Ended September 30, 2024, https://www.sec.gov/ix?doc=/Archives/edgar/data/0001734200/000173420024000078/bv-20240930.htm",1,low,false,2024,
landscaping,residential,bad_debt,collection_rate_pct,85.1,,"Level, State of Contractor Finance (2026), https://levelcfo.com/benchmarks",1,high-primary,false,2026,23
landscaping,residential,cash_cycle_detail,dso_days,54,,"BrightView Holdings, Inc. Form 10-K for the Fiscal Year Ended September 30, 2025 (filed November 19, 2025 with SEC EDGAR, CIK 0001734713), https://www.sec.gov/edgar/browse/?CIK=0001734713",2,high,false,2025,
landscaping,residential,cash_cycle_detail,dpo_days,23.35,,"Trade Economy Index triangulation: median of 1 independent source: BrightView Holdings, Inc. Form 10-K for the Fiscal Year Ended September 30, 2025 (filed November 19, 2025 with SEC EDGAR, CIK 0001734713), https://www.sec.gov/edgar/browse/?CIK=0001734713",1,high-primary,true,2025,
landscaping,residential,cash_cycle_detail,cash_conversion_cycle_days,31.37,,"BrightView Holdings, Inc. Form 10-K Annual Report (2024), https://www.sec.gov/edgar/searchedgar/companysearch",1,low,false,2024,
landscaping,residential,cost_structure,labor_pct_of_revenue,36.7,,"IBISWorld Industry Report 56173: Landscaping Services in the US, 2009, https://www.ibisworld.com/united-states/market-research-reports/landscaping-services-industry",2,med,false,2009,
landscaping,residential,cost_structure,materials_pct_of_revenue,11.8,,"IBISWorld Industry Report 56173: Landscaping Services in the US, 2009, https://www.ibisworld.com/united-states/market-research-reports/landscaping-services-industry",2,med,false,2009,
landscaping,residential,cost_structure,sga_overhead_pct,17.94,,"BrightView Holdings, Inc. Form 10-K Annual Report, 2024, https://www.sec.gov/ix?doc=/Archives/edgar/data/1734713/000173471324000038/bv-20240930.htm",2,med,false,2024,
landscaping,residential,demand_drivers,installed_base_units,132500000,,"U.S. Energy Information Administration (EIA), Residential Energy Consumption Survey (RECS) Housing Characteristics Data, 2024 (released March 2026), https://www.eia.gov/consumption/residential",1,high-primary,false,2026,
landscaping,residential,margins,gross_margin_pct,23.33,,"BrightView Holdings, Inc. Form 10-K for the Fiscal Year Ended September 30, 2024, https://www.sec.gov/ix?doc=/Archives/edgar/data/0001734713/000173471324000045/bv-20240930.htm",2,med,false,2024,
landscaping,residential,margins,operating_margin_pct,5.7,,"BrightView Holdings, Inc. Form 10-K (2024) - https://www.sec.gov/ix?doc=/Archives/edgar/data/0001734713/000173471324000045/bv-20240930.htm",1,high-primary,false,2024,
landscaping,residential,margins,net_margin_pct,2.4,,"BrightView Holdings, Inc. Form 10-K (2024) - https://www.sec.gov/ix?doc=/Archives/edgar/data/0001734713/000173471324000045/bv-20240930.htm",2,med,false,2024,4
landscaping,residential,productivity,revenue_per_employee_usd,123000,,"National Association of Landscape Professionals (NALP) 2025 Financial Benchmark Report, https://www.landscapeprofessionals.org/NALP/NALP/News/2025-Financial-Benchmark-Report.aspx (Cross-checked with U.S. Census Bureau NAICS 561730 Landscaping Services Receipts-per-Employee analysis of $135,132, and Kentley Insights 2025 Landscaping Services Report at $164,125, https://www.kentleyinsights.com/)",2,med,false,2025,
landscaping,residential,search_interest,yoy_search_change_pct,65,,"Invoca (via Sixth City Marketing), 2026",2,med,false,2026,
landscaping,commercial,bad_debt,bad_debt_write_off_pct,0.36,,"BrightView Holdings, Inc. Form 10-K Annual Report (2024), https://www.sec.gov/edgar/browse/?CIK=0001734713 (cross-checked against Level CFO State of Contractor Finance Benchmark Report, 2025, https://levelcfo.com/benchmarks/general-contractor/)",2,med,false,2025,
landscaping,commercial,bad_debt,collection_rate_pct,85.1,,"Level CFO, State of Contractor Finance Benchmarks (2026), https://levelcfo.com/reports/state-of-contractor-finance-2026",1,low,false,2026,23
landscaping,commercial,cash_cycle_detail,dso_days,55,,"BrightView Holdings, Inc. Form 10-K for the Fiscal Year Ended September 30, 2024, SEC EDGAR (https://www.sec.gov/ix?doc=/Archives/edgar/data/0001734713/000173471324000045/bv-20240930.htm)",1,high-primary,false,2024,
landscaping,commercial,cash_cycle_detail,dpo_days,21.7,,"BrightView Holdings, Inc. Financial Analysis via GuruFocus (2025), https://www.gurufocus.com/stock/BV/summary",1,low,false,2025,
landscaping,commercial,cash_cycle_detail,cash_conversion_cycle_days,33.52,,"BrightView Holdings, Inc. Financial Ratios, 2024, https://www.gurufocus.com/stock/BV/financials",1,low,false,2024,
landscaping,commercial,cost_structure,labor_pct_of_revenue,35,,"IBISWorld Industry Report 56173: Landscaping Services in the US (2025), https://www.ibisworld.com/united-states/market-research-reports/landscaping-services-industry",1,low,false,2025,
landscaping,commercial,cost_structure,materials_pct_of_revenue,32.6,,"IBISWorld, Landscaping Services in the US (NAICS 56173) Cost Structure Benchmarks (2020), https://www.ibisworld.com/united-states/market-research-reports/landscaping-services-industry/. Cross-checked with Aspire Green Industry Benchmark Survey (2025), which cites material purchases between 20.0% and 30.0% of revenue for maintenance/design-build operations.",2,adjudicated,false,2025,
landscaping,commercial,cost_structure,sga_overhead_pct,17.1,,"BrightView Holdings, Inc., Form 10-K Annual Report for Fiscal Year Ended September 30, 2025, Consolidated Statements of Operations (Selling, General, and Administrative Expenses of $457.8M on $2,672.8M Net Service Revenue), https://www.sec.gov/edgar/browse/?CIK=0001734713. Cross-checked with CFMA (Construction Financial Management Association) 2024 Financial Benchmarker for Specialty Trade Contractors (NAICS 238), reporting average overhead ratios of 18.0% to 25.0%.",1,high-primary,false,2025,
landscaping,commercial,demand_drivers,installed_base_units,5900000,,"U.S. Energy Information Administration (EIA), Commercial Buildings Energy Consumption Survey (CBECS) 2018 (2021), https://www.eia.gov/consumption/commercial",1,high-primary,false,2021,15
landscaping,commercial,margins,gross_margin_pct,23.3,,"BrightView Holdings, Inc. SEC Form 10-K (FY 2024), https://www.sec.gov/ix?doc=/Archives/edgar/data/0001734713/000173471324000039/bv-20240930.htm (Gross Profit $645.6M on $2,767.1M Net Service Revenues = 23.33%); cross-checked against National Association of Landscape Professionals (NALP) 2025 Financial Benchmark Study, https://www.landscapeprofessionals.org",1,high-primary,false,2025,
landscaping,commercial,margins,operating_margin_pct,5.7,,"BrightView Holdings, Inc. SEC Form 10-K (FY 2024), https://www.sec.gov/ix?doc=/Archives/edgar/data/0001734713/000173471324000039/bv-20240930.htm (Income from Operations $156.9M on $2,767.1M Net Service Revenues = 5.67%); cross-checked against IBISWorld Landscaping Services in the US Industry Report (2024/2025), https://www.ibisworld.com",1,high-primary,false,2025,
landscaping,commercial,margins,net_margin_pct,2.4,,"BrightView Holdings, Inc. Form 10-K (FY2024), https://www.sec.gov/ix?doc=/Archives/edgar/data/1734713/000173471324000035/bv-20240930.htm",1,high-primary,false,,4
landscaping,commercial,productivity,revenue_per_employee_usd,123000,,"National Association of Landscape Professionals (NALP) 2025 Financial Benchmark Study, https://www.landscapeprofessionals.org/NALP/NALP/Read/Articles/Financial-Benchmark-Report.aspx (cross-checked against U.S. Census Bureau 2022 Economic Census NAICS 561730, https://www.census.gov)",2,med,false,2025,
landscaping,commercial,productivity,gross_profit_per_labor_hour_usd,45,,"Level CFO, 2026 Landscaping Industry Benchmarks, https://www.levelcfo.com/services/landscaping",1,low,false,2026,
landscaping,commercial,retainage_liens,typical_retainage_pct,5,,"Revised Code of Washington (RCW) § 60.28.011, 2024, https://app.leg.wa.gov/rcw/default.aspx?cite=60.28.011",1,low,false,2024,
landscaping,industrial,bad_debt,bad_debt_write_off_pct,0.12,,"EMCOR Group, Inc. Form 10-K for the Fiscal Year Ended December 31, 2024, https://www.sec.gov/ix?doc=/Archives/edgar/data/105634/000010563425000007/eme-20241231.htm",1,adjudicated,false,2024,7
landscaping,industrial,bad_debt,collection_rate_pct,85.1,,Level CFO Contractor Financial Benchmarks (https://levelcfo.com/benchmarks/contractor/),1,low,false,,23
landscaping,industrial,cash_cycle_detail,dso_days,56.6,,"CFMA 2024 Financial Benchmarker, Construction Financial Management Association (2024), https://cfma.org",2,high,false,2024,11
landscaping,industrial,cash_cycle_detail,dpo_days,33,,"CFMA 2022 Construction Financial Benchmarker Executive Summary, Construction Financial Management Association (2022), https://cfma.org",1,low,false,2022,8
landscaping,industrial,cost_structure,labor_pct_of_revenue,34.6,,"Trade Economy Index triangulation: median of 2 independent sources: IBISWorld Industry Report 56173: Landscaping Services in the US (2020) - https://www.ibisworld.com/united-states/market-research-reports/landscaping-services-industry | IBISWorld Industry Report: Landscaping Services in the US (NAICS 561730), 2009, https://www.ibisworld.com/united-states/market-research-reports/landscaping-services-industry",2,high,true,2020,
landscaping,industrial,cost_structure,materials_pct_of_revenue,25.8,,"IBISWorld Industry Report: Landscaping Services in the US (NAICS 561730), 2009, https://www.ibisworld.com/united-states/market-research-reports/landscaping-services-industry",2,med,false,2009,
landscaping,industrial,cost_structure,sga_overhead_pct,17.9,,"BrightView Holdings, Inc. Form 10-K for the Fiscal Year Ended September 30, 2024 - https://www.sec.gov/ix?doc=/Archives/edgar/data/0001734713/000173471324000049/bv-20240930.htm",2,high,false,2024,
landscaping,industrial,demand_drivers,installed_base_units,5900000,,"U.S. Energy Information Administration (EIA), 2018 Commercial Buildings Energy Consumption Survey (CBECS) (published September 2021, revised September 2022), https://www.eia.gov/consumption/commercial/data/2018/bc/pdf/CBECS_2018_Building_Characteristics_Flipbook.pdf",1,high-primary,false,2022,15
landscaping,industrial,margins,gross_margin_pct,23.33,,"BrightView Holdings, Inc. Form 10-K Annual Report (2024), https://www.sec.gov/ix?doc=/Archives/edgar/data/0001734713/000173471324000043/bv-20240930.htm; cross-checked against National Association of Landscape Professionals (NALP) 2025 Industry Benchmark (commercial grounds target range 25.0%-35.0%), https://www.landscapeprofessionals.org",1,high-primary,false,2025,
landscaping,industrial,margins,operating_margin_pct,5.67,,"BrightView Holdings, Inc. Form 10-K Annual Report (2024), https://www.sec.gov/ix?doc=/Archives/edgar/data/0001734713/000173471324000043/bv-20240930.htm; cross-checked against IBISWorld Landscaping Services Industry Report (2025 operating profit margin benchmark range 15.0%-25.0%), https://www.ibisworld.com/united-states/market-research-reports/landscaping-services-industry",1,high-primary,false,2025,
landscaping,industrial,margins,net_margin_pct,2.4,,"BrightView Holdings, Inc. Form 10-K Annual Report (2024), https://www.sec.gov/ix?doc=/Archives/edgar/data/0001734713/000173471324000040/bv-20240930.htm",1,high-primary,false,2024,4
landscaping,industrial,productivity,revenue_per_employee_usd,157000,,"IBISWorld Landscaping Services in the US Market Report (2025), https://www.ibisworld.com/united-states/market-research-reports/landscaping-services-industry",3,med,false,2025,
landscaping,industrial,productivity,billable_utilization_pct,65,,"National Association of Landscape Professionals (NALP) Industry Report (2023), https://www.landscapeprofessionals.org",1,low,false,2023,7
landscaping,industrial,retainage_liens,payment_dispute_pct,82,,CFMA Construction Industry Payment Friction Data (2024) - https://www.cfma.org,1,low,false,2024,
landscaping,industrial,search_interest,yoy_search_change_pct,31,,Marketing LTB (2025),1,low,false,2025,
commercial-cleaning,residential,bad_debt,bad_debt_write_off_pct,4.5,,"Healthcare Services Group, Inc. Annual Report on Form 10-K for the Fiscal Year Ended December 31, 2025, https://www.sec.gov",1,adjudicated,false,2025,
commercial-cleaning,residential,cash_cycle_detail,dso_days,60,,CSIMarket ABM Industries Inc. Accounts Receivable Collection Period Report (2026),2,med,false,2026,
commercial-cleaning,residential,cash_cycle_detail,dpo_days,18.5,,ABM Industries Incorporated 10-K Financial Metrics Analysis Report (2024) - https://thecompoundfamily.com/stock/ABM,2,med,false,2024,
commercial-cleaning,residential,cash_cycle_detail,cash_conversion_cycle_days,52,,Finbox Cash Conversion Cycle Metric for ABM Industries Incorporated (2024) - https://finbox.com/NYSE:ABM/0/cash_conversion_cycle,1,low,false,2024,
commercial-cleaning,residential,cost_structure,labor_pct_of_revenue,68,,"ABM Industries Incorporated 2025 Form 10-K (filed Dec 19, 2025), https://www.sec.gov/ix?doc=/Archives/edgar/data/77149/000007714925000038/abm-20251031.htm",1,high-primary,false,2025,
commercial-cleaning,residential,cost_structure,materials_pct_of_revenue,7.4,,"Healthcare Services Group, Inc. 2024 Form 10-K (filed February 14, 2025, https://www.sec.gov/edgar/browse/?CIK=0000036047) reports Housekeeping supplies as 7.4% of Housekeeping segment revenue.",1,high-primary,false,2025,
commercial-cleaning,residential,cost_structure,sga_overhead_pct,8.02,,"ABM Industries Incorporated Form 10-K (2025), https://www.sec.gov",1,low,false,2025,
commercial-cleaning,residential,demand_drivers,installed_base_units,5900000,,"U.S. Energy Information Administration (EIA), Commercial Buildings Energy Consumption Survey (CBECS), 2018, https://www.eia.gov/consumption/commercial",1,low,false,2018,15
commercial-cleaning,residential,margins,gross_margin_pct,12.4,,"ABM Industries Incorporated Form 10-K (FY 2024, SEC Filing: https://www.sec.gov/ix?doc=/Archives/edgar/data/0000000771/000000077124000035/abm-20241031.htm); cross-checked against small business medians in RMA Annual Statement Studies / Dun & Bradstreet NAICS 561720 reports (40.0%).",2,med,false,2024,
commercial-cleaning,residential,margins,operating_margin_pct,2.54,,"ABM Industries Incorporated Form 10-K (2024), https://www.sec.gov",1,low,false,2024,
commercial-cleaning,residential,productivity,revenue_per_employee_usd,45696,,"U.S. Census Bureau, 2017 Economic Census (NAICS 561720 - Janitorial Services), https://www.census.gov/programs-surveys/economic-census.html",2,adjudicated,false,2017,
commercial-cleaning,residential,productivity,billable_utilization_pct,72.5,,"BizMetrics HQ, Cleaning Business Benchmarks & Labor Efficiency Dashboard (2026), https://bizmetricshq.com",1,low,false,2026,
commercial-cleaning,residential,search_interest,yoy_search_change_pct,100,,"Digital Marketing Company (2022), https://digitalmarketingcompany.com",2,med,false,2022,
commercial-cleaning,commercial,bad_debt,bad_debt_write_off_pct,2.7,,"Healthcare Services Group, Inc. 2024 Form 10-K (https://www.sec.gov/ix?doc=/Archives/edgar/data/312040/000031204025000007/hcsg-20241231.htm) reports bad debt provisions at 2.7% of total revenues ($46.8 million); cross-checked against ABM Industries Incorporated 2024 Form 10-K (https://www.sec.gov/ix?doc=/Archives/edgar/data/771497/000077149724000049/abm-20241031.htm) reporting provision for bad debt at 0.08% of total revenues ($6.7 million provision on $8,302.3 million revenue).",1,low,false,2024,
commercial-cleaning,commercial,cash_cycle_detail,dso_days,61.4,,"ABM Industries Incorporated SEC Form 10-K (2025), https://www.sec.gov/edgar/browse/?CIK=0000077149",2,med,false,2025,
commercial-cleaning,commercial,cash_cycle_detail,dpo_days,19,,"ABM Industries Incorporated SEC Form 10-K (2025), https://www.sec.gov/edgar/browse/?CIK=0000077149",1,low,false,2025,
commercial-cleaning,commercial,cash_cycle_detail,cash_conversion_cycle_days,54.2,,"Trade Economy Index triangulation: median of 2 independent sources: Finbox Cash Conversion Cycle Analysis for Healthcare Services Group, Inc. (2024), https://finbox.com/NASDAQGS:HCSG/explore/ccc | ABM Industries Incorporated SEC Form 10-K (2025), https://www.sec.gov/edgar/browse/?CIK=0000077149",2,low,true,2025,
commercial-cleaning,commercial,cost_structure,labor_pct_of_revenue,68,,ABM Industries Incorporated Form 10-K (2025) - https://www.sec.gov,1,low,false,2025,
commercial-cleaning,commercial,cost_structure,materials_pct_of_revenue,7.4,,"Healthcare Services Group, Inc. Form 10-K (2024) - https://www.sec.gov",1,high-primary,false,2024,
commercial-cleaning,commercial,cost_structure,sga_overhead_pct,10.1,,"Healthcare Services Group, Inc. Form 10-K (2024) - https://www.sec.gov",1,high-primary,false,2024,
commercial-cleaning,commercial,demand_drivers,installed_base_units,5918000,,"U.S. Energy Information Administration (EIA), Commercial Buildings Energy Consumption Survey (CBECS), 2018 (released 2022), https://www.eia.gov/consumption/commercial/data/2018/bc/html/b1.php",1,high-primary,false,2022,
commercial-cleaning,commercial,margins,gross_margin_pct,13.29,,"Healthcare Services Group, Inc. Form 10-K for the Fiscal Year Ended December 31, 2024 (Revenues: $1,715,682 thousand; Costs of services provided: $1,487,592 thousand; Gross Margin: 13.29%). URL: https://www.sec.gov/edgar/browse/?CIK=0000315259",1,high-primary,false,2024,
